"parkingstreetkey","USRN","StreetName","parkingZoneKey"
"1042","8401621","Shepherd Close","47"
"4222","8401621","Shepherd Close","47"
"6486","8401621","Shepherd Close","47"
"2487","8401622","Kildare Gardens","14"
"3573","8401622","Kildare Gardens","14"
"4963","8401622","Kildare Gardens","14"
"1824","8401623","The Piazza","57"
"4426","8401623","The Piazza","57"
"6588","8401623","The Piazza","57"
"2049","8401624","Eliot Mews","29"
"3201","8401624","Eliot Mews","29"
"5919","8401624","Eliot Mews","29"
"4555","8401625","West Garden Place","53"
"1266","8401626","Victoria Arcade","41"
"1267","8401626","Victoria Arcade","63"
"1268","8401626","Victoria Arcade","61"
